,english_translation,label
48936,,1
48937,,1
48938,laughing at ,1
48939,,1
48940,,1
48941,,1
48942,here ,1
48943,,1
48944,at ,1
48945,god ,0
48946,,1
48947,water since ,1
48948,,1
48949,sunday ,1
48950,,1
48951,,1
48952,water ,1
48953,,1
48954,,1
48955,me after ,1
48956,,1
48957,,1
48958,water bring ,1
48959,,1
48960,,0
48961,this ,1
48962,water succeed was ,1
48963,water water water ,0
48964,since ,1
48965,and since ,0
48966,me since ,1
48967,,1
48968,,1
48969,course else ,0
48970,me ,0
48971,god ,1
48972,,1
48973,cucumber god ,1
48974,water my god enter accept ,0
48975,harm water muslim neighbor curiosity water my god ,0
48976,muslim below water my god ,0
48977,water beside ,0
48978,earth ,1
48979,water me here outside proverb accept water discuss soul ,0
48980,since ,0
48981,soul soul my god since was water ,0
48982,water ,0
48983,,1
48984,harm ,1
48985,,1
48986,bring ,1
48987,,1
48988,,1
48989,,1
48990,,1
48991,,1
48992,water water ,0
48993,,1
48994,god ,1
48995,people was ,1
48996,my god my god water ,0
48997,,1
48998,,1
48999,,1
49000,was ,1
49001,sense ,1
49002,,1
49003,,1
49004,,1
49005,,1
49006,since here ,1
49007,,1
49008,,1
49009,harm water ,1
49010,,1
49011,count ,0
49012,,1
49013,me ,1
49014,beside since god ,1
49015,,1
49016,and ,0
49017,,1
49018,god ,0
49019,,1
49020,fine water ,0
49021,,0
49022,was tunisia ,1
49023,since ,0
49024,and and ,0
49025,,1
49026,,1
49027,water ,1
49028,,1
49029,tunisia live tunisia ,0
49030,,1
49031,,1
49032,,0
49033,,1
49034,me ,1
49035,better ,1
49036,,1
49037,water ,1
49038,,1
49039,,1
49040,people god ,0
49041,,1
49042,god ,1
49043,after water ,1
49044,,1
49045,,1
49046,,1
49047,water harm ,1
49048,,1
49049,water spiritual was ,1
49050,since ,1
49051,spiritual water ,1
49052,water harm water blood ,0
49053,water earth ,1
49054,,1
49055,spiritual ,1
49056,harm was water book ,0
49057,to this ,1
49058,,1
49059,,1
49060,and and ,1
49061,about at ,1
49062,,1
49063,,1
49064,me ,1
49065,dad ,1
49066,,1
49067,,1
49068,,1
49069,less me ,1
49070,soul mom ,1
49071,,1
49072,,1
49073,water ,1
49074,,1
49075,enter better ,1
49076,me ,1
49077,me ,1
49078,,1
49079,,1
49080,me ,0
49081,,1
49082,,1
49083,since after ,1
49084,water ,0
49085,,0
49086,,1
49087,,1
49088,,1
49089,fry sweet ,1
49090,tunisia water tunisia ,1
49091,since ,0
49092,dictate tunisia tunisia ,0
49093,,1
49094,me me harm ,0
49095,,1
49096,,1
49097,after after ,1
49098,,1
49099,me since ,1
49100,water ,1
49101,,1
49102,mean ,1
49103,,1
49104,,1
49105,,1
49106,,1
49107,,1
49108,,1
49109,,1
49110,,1
49111,water ,1
49112,beside water ,1
49113,after ,1
49114,,1
49115,,1
49116,,1
49117,,1
49118,smoke smoke regret ,0
49119,,1
49120,since ,0
49121,,1
49122,,1
49123,,1
49124,,1
49125,,1
49126,me ,1
49127,less ,1
49128,,1
49129,since ,1
49130,,1
49131,me ,1
49132,,1
49133,,1
49134,,1
49135,,1
49136,,1
49137,,1
49138,know ,1
49139,water ,0
49140,me ,1
49141,,1
49142,me ,1
49143,,1
49144,me ,1
49145,,1
49146,me ,1
49147,,1
49148,,1
49149,,1
49150,,1
49151,,1
49152,god day ,1
49153,,0
49154,water ,0
49155,me grow ,1
49156,me ,1
49157,,1
49158,soul wind ,0
49159,,1
49160,,1
49161,,1
49162,,1
49163,people thousand and ,1
49164,me mom ,1
49165,me water ,1
49166,water ,1
49167,me ,0
49168,since ,1
49169,water enter ,0
49170,,1
49171,,1
49172,,1
49173,,1
49174,,1
49175,,1
49176,water ,1
49177,,1
49178,me ,1
49179,,1
49180,beside ,1
49181,,1
49182,,1
49183,,1
49184,here ,1
49185,me water ,1
49186,,1
49187,,1
49188,,1
49189,,1
49190,,1
49191,since ,1
49192,me ,1
49193,,1
49194,beside ,1
49195,was was water ,1
49196,water water ,1
49197,,1
49198,,1
49199,,1
49200,,1
49201,since ,0
49202,water ,0
49203,,1
49204,me since ,1
49205,security since destroy ,1
49206,,1
49207,,1
49208,,1
49209,,1
49210,me ,1
49211,,1
49212,command ,1
49213,me water ,1
49214,,1
49215,,1
49216,,1
49217,,1
49218,cat ,1
49219,better ,0
49220,,1
49221,since since ,0
49222,men beside water water was ,0
49223,sweet ,1
49224,,1
49225,harm beside since ,0
49226,since ,0
49227,,1
49228,,1
49229,,1
49230,whole accept ,0
49231,me else ,0
49232,water begin ,0
49233,,1
49234,permanent ,1
49235,,1
49236,,0
49237,me ,1
49238,muslim me since since muslim ,1
49239,,1
49240,,0
49241,since bone ,1
49242,better ,0
49243,,1
49244,,1
49245,was ,0
49246,,1
49247,creation ,0
49248,harm here soul ,0
49249,god ,1
49250,,1
49251,beside ,1
49252,enter fund me ,0
49253,accept ,1
49254,water me ,0
49255,,1
49256,,1
49257,lovely shame ,0
49258,since since ,0
49259,,0
49260,,1
49261,water ,1
49262,beside ,0
49263,was ,1
49264,since ,0
49265,god ,1
49266,,1
49267,god ,1
49268,was water harm was disease ,1
49269,,1
49270,,1
49271,water water ,0
49272,,1
49273,,1
49274,girl girl ,0
49275,water ,0
49276,earth ,1
49277,water water ,0
49278,me since god since ,0
49279,me since water water water ,0
49280,,1
49281,,1
49282,,1
49283,water water observe water god ,0
49284,,1
49285,,1
49286,,1
49287,me since since since beside dream beside ,0
49288,,1
49289,me ,1
49290,,1
49291,sweet ,0
49292,,1
49293,,1
49294,,1
49295,,1
49296,,1
49297,,1
49298,,1
49299,see ,1
49300,,1
49301,sweet ,1
49302,me since since ,1
49303,harm water ,1
49304,beside ,0
49305,me water ,1
49306,,1
49307,,0
49308,water water weapon ,0
49309,,1
49310,,1
49311,,1
49312,,1
49313,,1
49314,,1
49315,,1
49316,,1
49317,men god ,0
49318,discuss ,0
49319,men beside since ,1
49320,,1
49321,,1
49322,,1
49323,,1
49324,,1
49325,,1
49326,,1
49327,water beside by beside water ,0
49328,,1
49329,rotten beside ,0
49330,,0
49331,,1
49332,,1
49333,soul ,1
49334,,1
49335,,1
49336,accept ,1
49337,,1
49338,,1
49339,enter me ,1
49340,,1
49341,sweet ,1
49342,,1
49343,since ,1
49344,,0
49345,,1
49346,,1
49347,,1
49348,water since water ,0
49349,me ,1
49350,,1
49351,me water ,1
49352,,1
49353,,1
49354,me ,1
49355,,0
49356,,1
49357,here ,0
49358,,1
49359,me here ,1
49360,write ,1
49361,,1
49362,,1
49363,,1
49364,,1
49365,,1
49366,,1
49367,,1
49368,,0
49369,,1
49370,,1
49371,beside ,1
49372,,1
49373,,1
49374,,1
49375,,1
49376,,1
49377,,1
49378,beside water since since ,0
49379,proverb ,0
49380,,1
49381,,1
49382,,1
49383,me me ,1
49384,after water ,1
49385,water ,1
49386,,0
49387,,1
49388,,1
49389,,1
49390,mom ,1
49391,,1
49392,was ,1
49393,water ,1
49394,,1
49395,water ,1
49396,,1
49397,,1
49398,at ,1
49399,,1
49400,,1
49401,whole ,0
49402,,1
49403,tunisia since water since ,0
49404,me since water since ,0
49405,since ,1
49406,water ,1
49407,,1
49408,,0
49409,,1
49410,,1
49411,,1
49412,since ,1
49413,harm day breath ,0
49414,,1
49415,soul water less ,1
49416,mind ,0
49417,,0
49418,better ,1
49419,,1
49420,me ,1
49421,,1
49422,,1
49423,,1
49424,,0
49425,,0
49426,soul ,1
49427,god ,0
49428,me ,0
49429,,0
49430,here god was better ,0
49431,since ,1
49432,quarter ,0
49433,,1
49434,,1
49435,,1
49436,enter ,1
49437,,0
49438,after dream me ,1
49439,,0
49440,dad limit since ,0
49441,,1
49442,,1
49443,,0
49444,soul impose ,1
49445,since was risk was judge ,0
49446,,1
49447,harm question ,0
49448,,1
49449,enter ,0
49450,water ,1
49451,begin ,0
49452,water proverb was beside ,0
49453,water water water since ,0
49454,water ,1
49455,water less ,1
49456,was water ,1
49457,,0
49458,,1
49459,,1
49460,,0
49461,water beside water water ,0
49462,since harm was ,0
49463,,1
49464,,1
49465,,1
49466,,1
49467,,0
49468,judge proverb proverb live defeat ,0
49469,better accept ,1
49470,,1
49471,,1
49472,,1
49473,,1
49474,cat ,1
49475,,0
49476,,1
49477,god ,1
49478,,1
49479,,1
49480,,1
49481,,1
49482,,1
49483,,1
49484,harm was water ,1
49485,,1
49486,,1
49487,,1
49488,,0
49489,,1
49490,,1
49491,since ,1
49492,beside ,1
49493,,1
49494,forbidden ,1
49495,count judge ,0
49496,after people water heart god water forbidden ,0
49497,water ,1
49498,since water ,0
49499,god water water ,1
49500,beside ,1
49501,judge salt ,1
49502,judge ,1
49503,,1
49504,,1
49505,,1
49506,,1
49507,harm water ,1
49508,sweet water ,0
49509,,1
49510,,1
49511,after day ,0
49512,,1
49513,,1
49514,sweet ,1
49515,sweet ,0
49516,,1
49517,,1
49518,,1
49519,,1
49520,,1
49521,better ,1
49522,us tongue ,1
49523,god ,1
49524,since water water god ,0
49525,,1
49526,since god ,0
49527,,1
49528,,1
49529,,1
49530,,1
49531,,1
49532,,1
49533,since fine ,0
49534,me ,1
49535,,1
49536,,1
49537,better ,1
49538,harm better bone ,0
49539,since camel ,0
49540,,1
49541,me thanks ,1
49542,,1
49543,judge god god judge ,1
49544,water ,1
49545,me water ,1
49546,water me below better disease disease ,0
49547,,1
49548,my god ,1
49549,me ,0
49550,me water ,1
49551,,0
49552,water dad better ,0
49553,since since ,1
49554,me beside ,1
49555,,0
49556,god god ,1
49557,,1
49558,water harm water ,0
49559,me water ,1
49560,water ,1
49561,,1
49562,thanks since ,1
49563,,1
49564,,1
49565,,1
49566,,1
49567,forbidden ,0
49568,was god ,0
49569,me me water ,1
49570,me ,0
49571,since since water me appear ,0
49572,,0
49573,my god water ,0
49574,,1
49575,,1
49576,,1
49577,,0
49578,me ,1
49579,,1
49580,water ,1
49581,sweet sweet sweet ,1
49582,,1
49583,,0
49584,here ,1
49585,,1
49586,after since men mind water god ,0
49587,,1
49588,god ,1
49589,,1
49590,god ,1
49591,,1
49592,,1
49593,water since limit resolve mind water ,0
49594,,1
49595,,1
49596,,1
49597,since ,1
49598,,1
49599,since ,1
49600,,1
49601,,1
49602,,1
49603,,1
49604,,1
49605,me was ,1
49606,,1
49607,,1
49608,me god since proverb ,0
49609,,1
49610,,1
49611,,1
49612,me after me ,0
49613,me more ,1
49614,me water ,1
49615,ceiling ,1
49616,,0
49617,thanks thanks ,1
49618,,0
49619,,1
49620,water since ,0
49621,,1
49622,water ,1
49623,,1
49624,,1
49625,,1
49626,,1
49627,,1
49628,sign sign ,0
49629,,1
49630,,1
49631,forbidden me people enter ,0
49632,,1
49633,,1
49634,,1
49635,,1
49636,,1
49637,,1
49638,,1
49639,,1
49640,water ,0
49641,water ,1
49642,,1
49643,since and ,1
49644,,1
49645,,1
49646,,1
49647,since ,1
49648,,1
49649,blood water ,0
49650,,1
49651,breath ,1
49652,here ,1
49653,,1
49654,,1
49655,,1
49656,water type since ,1
49657,,1
49658,,1
49659,,1
49660,,1
49661,,1
49662,,1
49663,me water ,0
49664,,1
49665,,1
49666,people since harm father ,0
49667,,1
49668,that ,1
49669,,0
49670,,1
49671,,1
49672,god ,0
49673,,1
49674,,1
49675,,1
49676,,1
49677,,1
49678,water swim since people since harm water interfere ,0
49679,skin ,1
49680,me ,1
49681,people ,0
49682,,1
49683,since ,0
49684,,1
49685,,1
49686,,1
49687,me month since ,1
49688,water ,1
49689,,1
49690,,1
49691,,1
49692,,1
49693,me ,1
49694,,1
49695,,1
49696,me since ,1
49697,day me day ,1
49698,,1
49699,,1
49700,,1
49701,,1
49702,,1
49703,,1
49704,,0
49705,,1
49706,,1
49707,,1
49708,,1
49709,,1
49710,,1
49711,water ,1
49712,,1
49713,that ,1
49714,,1
49715,me ,1
49716,,1
49717,,1
49718,,1
49719,present ,1
49720,me ,1
49721,,1
49722,,1
49723,since ,1
49724,,1
49725,water ,1
49726,,1
49727,water god god ,0
49728,,1
49729,,1
49730,,1
49731,god ,1
49732,,1
49733,,1
49734,,1
49735,,1
49736,,1
49737,,1
49738,,1
49739,,1
49740,,1
49741,,1
49742,,1
49743,,1
49744,,1
49745,,1
49746,me beside ,1
49747,me ,1
49748,,1
49749,,1
49750,,1
49751,,1
49752,,1
49753,,1
49754,god ,1
49755,tunisia ,1
49756,people water ,1
49757,,1
49758,me ,1
49759,here me water here ,1
49760,,1
49761,since ,1
49762,,1
49763,me ,1
49764,me since water ,1
49765,was know god ,0
49766,,1
49767,,1
49768,,1
49769,,0
49770,,1
49771,,1
49772,,0
49773,,1
49774,,1
49775,water ,0
49776,,1
49777,,1
49778,vein water since ,0
49779,,1
49780,since additional ,1
49781,,1
49782,,1
49783,,1
49784,water since after water enter begin since ,0
49785,,1
49786,sweet ,0
49787,,1
49788,,1
49789,,1
49790,,1
49791,,1
49792,me ,1
49793,,1
49794,,1
49795,,1
49796,,1
49797,,1
49798,,1
49799,,1
49800,me busy ,1
49801,,1
49802,word since ,0
49803,water die water die water die water die thanks ,1
49804,better ,1
49805,,1
49806,,1
49807,,1
49808,since ,1
49809,since torture below water ,0
49810,,1
49811,water ,1
49812,water ,0
49813,water water ,1
49814,god ,0
49815,breath ,1
49816,here month and god water god ,0
49817,support less ,0
49818,,1
49819,,1
49820,,1
49821,,1
49822,,1
49823,monitor me ,1
49824,,1
49825,,0
49826,,1
49827,harm ,1
49828,,1
49829,,1
49830,,1
49831,god ,1
49832,,1
49833,guilt ,0
49834,permanent ,1
49835,,1
49836,,1
49837,,1
49838,,1
49839,,1
49840,,1
49841,,1
49842,my god ,1
49843,,1
49844,me count my god water ,0
49845,since god month month water ,0
49846,god ,1
49847,,1
49848,water water begin water ,0
49849,,1
49850,soul ,0
49851,since ,1
49852,,0
49853,thanks since ,1
49854,beside book ,1
49855,,0
49856,,1
49857,,1
49858,,1
49859,,1
49860,,1
49861,since after since ,1
49862,,1
49863,,1
49864,,1
49865,,1
49866,soul soul ,1
49867,soul ,1
49868,,0
49869,,1
49870,since god was draw ,0
49871,,1
49872,,1
49873,,1
49874,,1
49875,,1
49876,,1
49877,me whole go down since accept water ,1
49878,,1
49879,permanent ,1
49880,,1
49881,me water ,1
49882,camel ,1
49883,water ,0
49884,since ,1
49885,,1
49886,water ,0
49887,water me ,1
49888,,1
49889,tuesday ,1
49890,,1
49891,,1
49892,,1
49893,was ,0
49894,since me proverb ,0
49895,,0
49896,water ,1
49897,,1
49898,,1
49899,,1
49900,,1
49901,,1
49902,,1
49903,,1
49904,,1
49905,,1
49906,,1
49907,,1
49908,me ,1
49909,,1
49910,,1
49911,,1
49912,,1
49913,,1
49914,,1
49915,,0
49916,,1
49917,heart ,1
49918,,1
49919,water ,1
49920,water ,0
49921,,1
49922,me ,1
49923,water ,1
49924,,1
49925,,1
49926,,1
49927,,1
49928,,1
49929,mom water ,0
49930,,1
49931,,1
49932,,1
49933,girl ,1
49934,water water harm water ,1
49935,,1
49936,,1
49937,me water ,1
49938,,1
49939,blood ,0
49940,,1
49941,,1
49942,,1
49943,,1
49944,,1
49945,,1
49946,since better was ,0
49947,me ,1
49948,water ,1
49949,me ,1
49950,,1
49951,since ,0
49952,sign water water ,0
49953,,1
49954,,1
49955,,1
49956,harm ,1
49957,,1
49958,,1
49959,,1
49960,water ,1
49961,permanent ,1
49962,water ,1
49963,,0
49964,,1
49965,laugh ,1
49966,,1
49967,,1
49968,,1
49969,god ,1
49970,,1
49971,since ,1
49972,mom grape mom ,1
49973,me ,1
49974,since god me ,1
49975,sign ,1
49976,,1
49977,since ,0
49978,tunisia ,1
49979,me ,1
49980,laugh ,1
49981,since ,1
49982,water ,1
49983,,1
49984,me ,1
49985,,1
49986,,1
49987,,1
49988,me god ,1
49989,,1
49990,soul soul ,1
49991,since me ,1
49992,,1
49993,,1
49994,,1
49995,since ,1
49996,since ,1
49997,permanent ,1
49998,,1
49999,,1
50000,,1
50001,,1
50002,,1
50003,day ,1
50004,me since ,1
50005,harm ,1
50006,,1
50007,me ,0
50008,water ,1
50009,,1
50010,,1
50011,,1
50012,since ,1
50013,,1
50014,,1
50015,water since below below ,1
50016,,1
50017,me ,1
50018,,1
50019,,1
50020,me after after water ,0
50021,,1
50022,,1
50023,,1
50024,,1
50025,,1
50026,,1
50027,me water ,0
50028,,1
50029,,1
50030,,1
50031,,1
50032,,1
50033,,1
50034,me since dad ,0
50035,water ,0
50036,,1
50037,blood ,1
50038,water ,1
50039,,1
50040,,1
50041,,1
50042,god ,1
50043,,1
50044,me ,0
50045,me ,1
50046,,0
50047,water water ,1
50048,,1
50049,since and since since ,0
50050,,1
50051,swim good ,1
50052,,1
50053,water me ,0
50054,,1
50055,,0
50056,me since ,1
50057,,1
50058,water ,1
50059,,1
50060,,1
50061,,1
50062,,1
50063,,1
50064,,1
50065,,1
50066,,1
50067,,1
50068,,1
50069,water ,1
50070,after me ,1
50071,,1
50072,,1
50073,,1
50074,,1
50075,,1
50076,,1
50077,,1
50078,,1
50079,,1
50080,,1
50081,,1
50082,,1
50083,water ,1
50084,,1
50085,,1
50086,,1
50087,thanks build ,0
50088,me office god me ,0
50089,,1
50090,,1
50091,water was ,1
50092,,1
50093,,1
50094,since ,0
50095,,1
50096,me ,1
50097,half ,1
50098,me ,1
50099,water ,1
50100,water ,1
50101,after me since since ,1
50102,,1
50103,me ,1
50104,and to ,1
50105,,1
50106,,1
50107,me here ,1
50108,,1
50109,after ,1
50110,water ,1
50111,,0
50112,me ,1
50113,,1
50114,after ,1
50115,,1
50116,,1
50117,,1
50118,,1
50119,,1
50120,harm water ,1
50121,water ,1
50122,since fear ,1
50123,,1
50124,,1
50125,,1
50126,,1
50127,,1
50128,,1
50129,,1
50130,since ,1
50131,,1
50132,,1
50133,,1
50134,to ,1
50135,,1
50136,,1
50137,,1
50138,at ,1
50139,,1
50140,,1
50141,,1
50142,by ,1
50143,,1
50144,,1
50145,,1
50146,me water since ,0
50147,,1
50148,,1
50149,water dream ,1
50150,trustworthy ,1
50151,,1
50152,,1
50153,dream sweet sweet sweet since god ,1
50154,,1
50155,after ,1
50156,,1
50157,grandfather ,1
50158,,1
50159,,1
50160,,1
50161,,1
50162,,1
50163,,1
50164,,1
50165,,1
50166,,1
50167,,1
50168,,1
50169,,1
50170,water ,1
50171,me water ,1
50172,water begin ,0
50173,harm since blood else ,0
50174,,1
50175,,1
50176,,1
50177,light where ,1
50178,,1
50179,,1
50180,thanks ,1
50181,,1
50182,,1
50183,income ,1
50184,better ,0
50185,appear ,1
50186,water harm thousand million water ,0
50187,me water ,1
50188,me ,1
50189,,1
50190,,1
50191,me ,1
50192,,1
50193,,1
50194,,1
50195,water ,1
50196,water ,1
50197,,1
50198,,1
50199,,1
50200,me water was ,1
50201,,1
50202,,0
50203,,1
50204,water ,0
50205,,1
50206,water ,1
50207,,1
50208,me me ,0
50209,harm ,1
50210,water water ,0
50211,,1
50212,,1
50213,book ,0
50214,,1
50215,,1
50216,water lie ,1
50217,count ,0
50218,,0
50219,,1
50220,,1
50221,my god ,1
50222,,1
50223,my god water ,1
50224,god my god water ,1
50225,,1
50226,swim good ,1
50227,since was ,0
50228,since camel tunisia ,0
50229,less me and in order to water tunisia ,0
50230,god my god and god ,1
50231,god my god god my god god ,1
50232,,1
50233,,1
50234,accept was was reluctant since water spread ,0
50235,god my god and god my god god ,1
50236,,1
50237,god my god limit ,1
50238,what accept ,1
50239,laughing ,1
50240,,0
50241,my god what in order to since ,0
50242,limit me limit water ,1
50243,my brother god ,1
50244,,1
50245,,1
50246,beside ,1
50247,,1
50248,,1
50249,beside water reject god in order to and count tunisia ,0
50250,,1
50251,,1
50252,,1
50253,my brother god god tunisia ,1
50254,god my god water creation ,1
50255,,1
50256,in order to ,0
50257,what accept water ,0
50258,and below since god and ,0
50259,my god since ,1
50260,,1
50261,god my god what ,1
50262,,1
50263,what was my god ,1
50264,was soul why laughing ,1
50265,was man ,1
50266,,1
50267,woman me in order to laughing ,1
50268,,1
50269,god my god ,1
50270,laughing ,1
50271,,1
50272,laughing since ,1
50273,god ,1
50274,,1
50275,laughing cat ,1
50276,laughing ,1
50277,tunisia ,1
50278,,1
50279,,1
50280,beside cat ,0
50281,laughing ,1
50282,,1
50283,what ,1
50284,cat door ,1
50285,what ,1
50286,my god ,1
50287,since ,1
50288,,1
50289,,1
50290,god my god ,1
50291,god my god protect below limit god ,1
50292,,1
50293,and whole cat limit me since ,0
50294,water what was after ,0
50295,water was god ,0
50296,,1
50297,,0
50298,,0
50299,god since god my god god my god since my god ,1
50300,here tunisia my god ,0
50301,god ,0
50302,accept was was can my god water was disease ,0
50303,cat since heart why cat harm since cat since ,0
50304,water was ,0
50305,cat after ,0
50306,since god god ,0
50307,my god since and ,1
50308,my brother beside since since breath since ,0
50309,less god since god god was since since ,0
50310,thanks ,1
50311,,1
50312,god ,1
50313,me limit else since and god ,0
50314,,1
50315,my god water creation god my god hell ,1
50316,me water me cat limit else tunisia ,0
50317,water ,1
50318,horse what beside and since ,0
50319,my god ,1
50320,god ,1
50321,,1
50322,what ,1
50323,,1
50324,god ,1
50325,my god ,1
50326,blood ,1
50327,,1
50328,water my god since country since tunisia ,0
50329,,1
50330,,1
50331,apparent water since ,1
50332,me water god accept beside god ,0
50333,play ,1
50334,water people tunisia since tunisia people breath accept god ,0
50335,since since ,0
50336,and and tunisia ,1
50337,and since and beside and me ,0
50338,beside was below day since ,0
50339,accept accept water ,0
50340,me water since and destroy ,0
50341,beside since god ,0
50342,accept god god foundation head ,0
50343,thanks day after since smoke limit head since god ,0
50344,cloud well-known ,0
50345,since ,1
50346,me since since limit ,0
50347,my brother since ,0
50348,thanks blind ,1
50349,play was ,1
50350,me in order to me beside ,0
50351,water was ,1
50352,god ,1
50353,tunisia ,0
50354,beside ,0
50355,god water back since since god beside ,0
50356,thanks ,1
50357,god water ,0
50358,,1
50359,man permitted forbidden ,0
50360,god god ,0
50361,since ,1
50362,me accept since additional ,0
50363,,1
50364,god go down live since god god ,0
50365,,1
50366,limit ,0
50367,,1
50368,less god god ,0
50369,since me ,0
50370,,1
50371,after muslim permitted ,0
50372,laughing ,1
50373,my god ,1
50374,my god ,1
50375,judge god can god my god god water my god water since ,0
50376,god my god ,1
50377,,1
50378,,1
50379,god ,1
50380,,1
50381,water water ,0
50382,my brother my god ,1
50383,god ,0
50384,god ,1
50385,cat me what can god ,0
50386,water ,1
50387,god ,1
50388,and since and tunisia after water ,0
50389,,1
50390,wedding ,1
50391,since since my god ,1
50392,doubt water and ,0
50393,since ,0
50394,,1
50395,,1
50396,laughing ,1
50397,,1
50398,,1
50399,god ,1
50400,to comb and my god accept water people and accept water since tunisia ,0
50401,,1
50402,,1
50403,,1
50404,,0
50405,beside exceed ,1
50406,,1
50407,,1
50408,in order to ,1
50409,,1
50410,,1
50411,water and water and ,0
50412,laughing door ,1
50413,man me and month ,1
50414,,1
50415,water tunisia ,1
50416,laughing ,1
50417,,1
50418,horse ,1
50419,accept accept since ,0
50420,,1
50421,,0
50422,tunisia ,1
50423,laughing ,1
50424,,1
50425,water limit in order to since ,0
50426,expose in order to water doubt tunisia tunisia ,0
50427,,1
50428,water ,1
50429,head ,1
50430,,1
50431,my god ,1
50432,,1
50433,permitted ,1
50434,my god ,0
50435,god my god ,1
50436,beside was head since following ,0
50437,since ,0
50438,,1
50439,since ,1
50440,,1
50441,,1
50442,since bury satisfy full god tunisia ,0
50443,,1
50444,,1
50445,,1
50446,,1
50447,my brother god bull my god cat ,1
50448,,1
50449,,1
50450,since tunisia ,0
50451,me by thousand what in order to ,0
50452,,1
50453,since ,1
50454,laughing ,1
50455,laughing ,1
50456,copy my god and tunisia ,0
50457,silver act ,1
50458,,1
50459,to comb since ,1
50460,laughing ,1
50461,after laughing ,1
50462,why beside ,1
50463,,1
50464,comfortable ,1
50465,water god ,0
50466,laughing ,1
50467,,1
50468,,1
50469,god ,1
50470,cat ,1
50471,,1
50472,swim good thousand water god my god and ,1
50473,and after and water was ,0
50474,,1
50475,god my god and ,1
50476,me and ,0
50477,laughing ,1
50478,tunisia ,1
50479,and disappear and beside ,0
50480,god ,1
50481,,1
50482,my god since and ,1
50483,laughing ,1
50484,,1
50485,,1
50486,,1
50487,,1
50488,,1
50489,,1
50490,water doubt ,1
50491,my god ,1
50492,since since bone ,0
50493,,0
50494,water ,1
50495,,1
50496,god my god god my god god my god ,1
50497,,1
50498,god god my god since ,1
50499,risk ,0
50500,laughing ,0
50501,,0
50502,my god ,1
50503,since god since ,0
50504,god my god and ,1
50505,god my god ,1
50506,,1
50507,laughing in order to ,1
50508,god god my god and ,1
50509,my god ,1
50510,laughing ,1
50511,god and ,0
50512,,1
50513,since since door cat god my god god ,0
50514,,1
50515,,1
50516,colour ,1
50517,since door god ,1
50518,,1
50519,me since door god ,1
50520,water ,1
50521,after since less water since ,0
50522,,1
50523,,1
50524,laughing count ,1
50525,and why tunisia ,1
50526,since ,1
50527,burn spread and accept ,0
50528,god my god ,1
50529,,1
50530,god my god ,1
50531,laughing ,1
50532,was since water water centre water ,0
50533,god my god and ,1
50534,,1
50535,god my god ,1
50536,and responsible ,1
50537,since water water water and risk god ,0
50538,,1
50539,water ,0
50540,,1
50541,since me and and and after ,0
50542,,1
50543,,1
50544,,1
50545,was symbol tunisia ,0
50546,,1
50547,laughing ,1
50548,was alcohol ,1
50549,,1
50550,my god ,1
50551,,1
50552,in order to count laughing ,1
50553,laughing ,1
50554,,1
50555,and by live water and accept book and and and and and and tunisia type alcohol ,0
50556,since ,1
50557,me beside ,1
50558,and and cat ,1
50559,tunisia tunisia cat tunisia and what ,0
50560,,1
50561,god ,1
50562,water was and ,1
50563,cat ,0
50564,,1
50565,fund water ,1
50566,,1
50567,beside ,1
50568,,1
50569,in order to in order to ,0
50570,,1
50571,god ,1
50572,beside dad my god was god ,0
50573,absence since since tunisia ,0
50574,since ,1
50575,and tunisia ,1
50576,since god tunisia ,1
50577,water doubt earth ,1
50578,count water water water pain ,0
50579,and ,1
50580,cat ,0
50581,,1
50582,laughing ,1
50583,qanun ,1
50584,,1
50585,,1
50586,god god ,1
50587,tunisia ,1
50588,and tunisia ,1
50589,by whole ,1
50590,water and cat ,1
50591,door sea entry and market ,1
50592,,1
50593,,1
50594,and and and ,0
50595,tunisia beside ,0
50596,,0
50597,qanun why since yellow ,0
50598,,1
50599,since better girl water was since was water girl my brother bone water was ,0
50600,,1
50601,tunisia ,1
50602,god and ,0
50603,,1
50604,,1
50605,and tunisia ,1
50606,role water mouth ,1
50607,god god my god ,1
50608,since ,1
50609,,1
50610,,1
50611,,1
50612,,1
50613,since ,1
50614,since ,1
50615,,1
50616,,1
50617,here ,1
50618,laughing my god ,1
50619,water mouth limit god open ,0
50620,what in order to water was ,0
50621,cat ,0
50622,water water ,1
50623,my god since girl ,1
50624,water ,1
50625,laughing ,1
50626,laughing ,1
50627,cat ,1
50628,god ,1
50629,water doubt ,1
50630,fox since and ,0
50631,,1
50632,,1
50633,,1
50634,in order to ,1
50635,,1
50636,doubt count ,1
50637,god ,1
50638,and ,1
50639,outside count ,1
50640,,1
50641,,1
50642,my god god water god ,1
50643,since men tunisia ,0
50644,,1
50645,my god ,1
50646,me since since water ,0
50647,people ,1
50648,since water water was ,0
50649,,1
50650,water satisfy my god ,0
50651,qanun dare was ,1
50652,my god ,1
50653,water was ,1
50654,limit ,1
50655,tunisia since vein god ,0
50656,,1
50657,god ,0
50658,water tunisia ,1
50659,,1
50660,was since since ,1
50661,,1
50662,,1
50663,god ,1
50664,water ,0
50665,,1
50666,god ,1
50667,since month tunisia ,1
50668,,1
50669,laughing girl ,1
50670,my god ,1
50671,god ,1
50672,,1
50673,,1
50674,,1
50675,,1
50676,,1
